Region,Date,Loan_Amount_GEL
Guria,"Wednesday, May 31, 2023",185.77
Guria,"Friday, June 30, 2023",188.664
Guria,"Monday, July 31, 2023",190.46
Guria,"Thursday, August 31, 2023",192.556
Guria,"Saturday, September 30, 2023",196.274
Guria,"Tuesday, October 31, 2023",197.095
Guria,"Thursday, November 30, 2023",202.707
Guria,"Sunday, December 31, 2023",205.678
Guria,"Wednesday, January 31, 2024",207.439
Guria,"Thursday, February 29, 2024",211.78
Guria,"Sunday, March 31, 2024",217.026
Guria,"Tuesday, April 30, 2024",220.96
Guria,"Friday, May 31, 2024",224.798
Guria,"Sunday, June 30, 2024",228.466
Guria,"Wednesday, July 31, 2024",232.663
Guria,"Saturday, August 31, 2024",231.721
Guria,"Monday, September 30, 2024",235.198
Guria,"Thursday, October 31, 2024",239.902
Guria,"Saturday, November 30, 2024",243.707
Guria,"Tuesday, December 31, 2024",248.092
Guria,"Friday, January 31, 2025",251.063
Guria,"Friday, February 28, 2025",252.032
Guria,"Monday, March 31, 2025",258.227
Guria,"Wednesday, April 30, 2025",263.736
Guria,"Saturday, May 31, 2025",270.637
Guria,"Monday, June 30, 2025",274.633
Guria,"Thursday, July 31, 2025",278.743
Guria,"Sunday, August 31, 2025",282.118
Guria,"Tuesday, September 30, 2025",287.154
Guria,"Friday, October 31, 2025",291.638
Guria,"Sunday, November 30, 2025",295.976
Guria,"Wednesday, December 31, 2025",299.686
Guria,"Saturday, January 31, 2026",296.341
Guria,"Saturday, February 28, 2026",299.649
Guria,"Tuesday, March 31, 2026",298.928
Imereti,"Monday, November 30, 2015",458.944
Imereti,"Thursday, December 31, 2015",462.686
Imereti,"Sunday, January 31, 2016",457.228
Imereti,"Monday, February 29, 2016",456.485
Imereti,"Thursday, March 31, 2016",460.83
Imereti,"Saturday, April 30, 2016",464.447
Imereti,"Tuesday, May 31, 2016",468.425
Imereti,"Thursday, June 30, 2016",474.587
Imereti,"Sunday, July 31, 2016",482.171
Imereti,"Wednesday, August 31, 2016",480.268
Imereti,"Friday, September 30, 2016",484.602
Imereti,"Monday, October 31, 2016",492.772
Imereti,"Wednesday, November 30, 2016",506.105
Imereti,"Saturday, December 31, 2016",525.259
Imereti,"Tuesday, January 31, 2017",530.855
Imereti,"Tuesday, February 28, 2017",546.808
Imereti,"Friday, March 31, 2017",578.643
Imereti,"Sunday, April 30, 2017",591.967
Imereti,"Wednesday, May 31, 2017",685.039
Imereti,"Friday, June 30, 2017",705.46
Imereti,"Monday, July 31, 2017",722.765
Imereti,"Thursday, August 31, 2017",740.065
Imereti,"Saturday, September 30, 2017",777.02
Imereti,"Tuesday, October 31, 2017",784.171
Imereti,"Thursday, November 30, 2017",804.031
Imereti,"Sunday, December 31, 2017",830.78
Imereti,"Wednesday, January 31, 2018",819.222
Imereti,"Wednesday, February 28, 2018",828.736
Imereti,"Saturday, March 31, 2018",849.299
Imereti,"Monday, April 30, 2018",872.039
Imereti,"Thursday, May 31, 2018",888.567
Imereti,"Saturday, June 30, 2018",921.521
Imereti,"Tuesday, July 31, 2018",874.934
Imereti,"Friday, August 31, 2018",938.885
Imereti,"Sunday, September 30, 2018",953.703
Imereti,"Wednesday, October 31, 2018",967.937
Imereti,"Friday, November 30, 2018",978.662
Imereti,"Monday, December 31, 2018",990.522
Imereti,"Thursday, January 31, 2019",980.831
Imereti,"Thursday, February 28, 2019",980.89
Imereti,"Sunday, March 31, 2019",982.946
Imereti,"Tuesday, April 30, 2019",992.8
Imereti,"Friday, May 31, 2019",1000.383
Imereti,"Sunday, June 30, 2019",1011.898
Imereti,"Wednesday, July 31, 2019",1025.085
Imereti,"Saturday, August 31, 2019",1037.236
Imereti,"Monday, September 30, 2019",1051.792
Imereti,"Thursday, October 31, 2019",1063.545
Imereti,"Saturday, November 30, 2019",1077.121
Imereti,"Tuesday, December 31, 2019",1086.717
Imereti,"Friday, January 31, 2020",1083.526
Imereti,"Saturday, February 29, 2020",1088.232
Imereti,"Tuesday, March 31, 2020",1093.072
Imereti,"Thursday, April 30, 2020",1031.485
Imereti,"Sunday, May 31, 2020",1024.85
Imereti,"Tuesday, June 30, 2020",1056.988
Imereti,"Friday, July 31, 2020",1092.571
Imereti,"Monday, August 31, 2020",1115.86
Imereti,"Wednesday, September 30, 2020",1146.994
Imereti,"Saturday, October 31, 2020",1211.183
Imereti,"Monday, November 30, 2020",1219.892
Imereti,"Thursday, December 31, 2020",1254.544
Imereti,"Sunday, January 31, 2021",1246.605
Imereti,"Sunday, February 28, 2021",1262.445
Imereti,"Wednesday, March 31, 2021",1300.866
Imereti,"Friday, April 30, 2021",1331.972
Imereti,"Monday, May 31, 2021",1352.713
Imereti,"Wednesday, June 30, 2021",1410.165
Imereti,"Saturday, July 31, 2021",1449.037
Imereti,"Tuesday, August 31, 2021",1475.621
Imereti,"Thursday, September 30, 2021",1499.611
Imereti,"Sunday, October 31, 2021",1541.696
Imereti,"Tuesday, November 30, 2021",1567.464
Imereti,"Friday, December 31, 2021",1608.136
Imereti,"Monday, January 31, 2022",1608.508
Imereti,"Monday, February 28, 2022",1634.952
Imereti,"Thursday, March 31, 2022",1624.271
Imereti,"Saturday, April 30, 2022",1667.239
Imereti,"Tuesday, May 31, 2022",1707.017
Imereti,"Thursday, June 30, 2022",1753.872
Imereti,"Sunday, July 31, 2022",1792.4
Imereti,"Wednesday, August 31, 2022",1835.557
Imereti,"Friday, September 30, 2022",1862.484
Imereti,"Monday, October 31, 2022",1900.16
Imereti,"Wednesday, November 30, 2022",1923.145
Imereti,"Saturday, December 31, 2022",1967.121
Imereti,"Tuesday, January 31, 2023",1956.397
Imereti,"Tuesday, February 28, 2023",1959.672
Imereti,"Friday, March 31, 2023",2003.25
Imereti,"Sunday, April 30, 2023",2023.442
Imereti,"Wednesday, May 31, 2023",2046.518
Imereti,"Friday, June 30, 2023",2088.038
Imereti,"Monday, July 31, 2023",2109.685
Imereti,"Thursday, August 31, 2023",2145.673
Imereti,"Saturday, September 30, 2023",2181.375
Imereti,"Tuesday, October 31, 2023",2196.25
Imereti,"Thursday, November 30, 2023",2236.81
Imereti,"Sunday, December 31, 2023",2299.212
Imereti,"Wednesday, January 31, 2024",2289.294
Imereti,"Thursday, February 29, 2024",2335.856
Imereti,"Sunday, March 31, 2024",2376.111
Imereti,"Tuesday, April 30, 2024",2429.55
Imereti,"Friday, May 31, 2024",2443.026
Imereti,"Sunday, June 30, 2024",2510.775
Imereti,"Wednesday, July 31, 2024",2536.334
Imereti,"Saturday, August 31, 2024",2582.068
Imereti,"Monday, September 30, 2024",2647.393
Imereti,"Thursday, October 31, 2024",2690.58
Imereti,"Saturday, November 30, 2024",2745.241
Imereti,"Tuesday, December 31, 2024",2789.142
Imereti,"Friday, January 31, 2025",2747.795
Imereti,"Friday, February 28, 2025",2781.295
Imereti,"Monday, March 31, 2025",2817.445
Imereti,"Wednesday, April 30, 2025",2839.073
Imereti,"Saturday, May 31, 2025",2833.263
Imereti,"Monday, June 30, 2025",2863.777
Imereti,"Thursday, July 31, 2025",2879.641
Imereti,"Sunday, August 31, 2025",2914.558
Imereti,"Tuesday, September 30, 2025",2955.028
Imereti,"Friday, October 31, 2025",3000.604
Imereti,"Sunday, November 30, 2025",3052.419
Imereti,"Wednesday, December 31, 2025",3103.561
Imereti,"Saturday, January 31, 2026",3022.094
Imereti,"Saturday, February 28, 2026",3075.363
Imereti,"Tuesday, March 31, 2026",3059.694
Racha-Lechkhumi and Kvemo Svaneti,"Monday, November 30, 2015",9.846
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, December 31, 2015",9.842
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, January 31, 2016",9.655
Racha-Lechkhumi and Kvemo Svaneti,"Monday, February 29, 2016",9.573
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, March 31, 2016",9.77
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, April 30, 2016",9.987
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, May 31, 2016",10.066
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, June 30, 2016",10.159
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, July 31, 2016",10.182
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, August 31, 2016",10.294
Racha-Lechkhumi and Kvemo Svaneti,"Friday, September 30, 2016",10.45
Racha-Lechkhumi and Kvemo Svaneti,"Monday, October 31, 2016",10.51
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, November 30, 2016",10.604
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, December 31, 2016",10.777
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, January 31, 2017",10.707
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, February 28, 2017",10.781
Racha-Lechkhumi and Kvemo Svaneti,"Friday, March 31, 2017",11.109
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, April 30, 2017",11.198
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, May 31, 2017",11.643
Racha-Lechkhumi and Kvemo Svaneti,"Friday, June 30, 2017",12.105
Racha-Lechkhumi and Kvemo Svaneti,"Monday, July 31, 2017",12.437
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, August 31, 2017",12.568
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, September 30, 2017",12.712
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, October 31, 2017",12.945
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, November 30, 2017",13.068
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, December 31, 2017",13.353
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, January 31, 2018",12.734
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, February 28, 2018",13.157
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, March 31, 2018",13.728
Racha-Lechkhumi and Kvemo Svaneti,"Monday, April 30, 2018",13.999
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, May 31, 2018",14.246
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, June 30, 2018",14.379
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, July 31, 2018",14.588
Racha-Lechkhumi and Kvemo Svaneti,"Friday, August 31, 2018",14.706
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, September 30, 2018",15.002
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, October 31, 2018",14.91
Racha-Lechkhumi and Kvemo Svaneti,"Friday, November 30, 2018",14.683
Racha-Lechkhumi and Kvemo Svaneti,"Monday, December 31, 2018",12.467
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, January 31, 2019",11.972
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, February 28, 2019",11.864
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, March 31, 2019",11.861
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, April 30, 2019",11.904
Racha-Lechkhumi and Kvemo Svaneti,"Friday, May 31, 2019",11.991
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, June 30, 2019",12.045
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, July 31, 2019",12.16
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, August 31, 2019",12.3
Racha-Lechkhumi and Kvemo Svaneti,"Monday, September 30, 2019",12.298
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, October 31, 2019",12.153
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, November 30, 2019",12.16
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, December 31, 2019",12.285
Racha-Lechkhumi and Kvemo Svaneti,"Friday, January 31, 2020",12.27
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, February 29, 2020",12.497
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, March 31, 2020",12.61
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, April 30, 2020",12.555
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, May 31, 2020",12.687
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, June 30, 2020",13.238
Racha-Lechkhumi and Kvemo Svaneti,"Friday, July 31, 2020",13.652
Racha-Lechkhumi and Kvemo Svaneti,"Monday, August 31, 2020",14.167
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, September 30, 2020",14.504
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, October 31, 2020",19.942
Racha-Lechkhumi and Kvemo Svaneti,"Monday, November 30, 2020",19.847
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, December 31, 2020",20.484
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, January 31, 2021",20.327
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, February 28, 2021",20.628
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, March 31, 2021",21.075
Racha-Lechkhumi and Kvemo Svaneti,"Friday, April 30, 2021",21.588
Racha-Lechkhumi and Kvemo Svaneti,"Monday, May 31, 2021",22.284
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, June 30, 2021",23.816
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, July 31, 2021",24.749
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, August 31, 2021",25.622
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, September 30, 2021",26.281
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, October 31, 2021",24.867
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, November 30, 2021",25.069
Racha-Lechkhumi and Kvemo Svaneti,"Friday, December 31, 2021",25.859
Racha-Lechkhumi and Kvemo Svaneti,"Monday, January 31, 2022",26.163
Racha-Lechkhumi and Kvemo Svaneti,"Monday, February 28, 2022",26.678
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, March 31, 2022",27.893
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, April 30, 2022",29.111
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, May 31, 2022",30.078
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, June 30, 2022",30.606
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, July 31, 2022",31.346
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, August 31, 2022",32.395
Racha-Lechkhumi and Kvemo Svaneti,"Friday, September 30, 2022",33.612
Racha-Lechkhumi and Kvemo Svaneti,"Monday, October 31, 2022",34.161
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, November 30, 2022",34.601
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, December 31, 2022",35.222
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, January 31, 2023",35.296
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, February 28, 2023",35.943
Racha-Lechkhumi and Kvemo Svaneti,"Friday, March 31, 2023",37.209
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, April 30, 2023",37.763
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, May 31, 2023",38.792
Racha-Lechkhumi and Kvemo Svaneti,"Friday, June 30, 2023",39.501
Racha-Lechkhumi and Kvemo Svaneti,"Monday, July 31, 2023",40.312
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, August 31, 2023",41.018
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, September 30, 2023",41.467
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, October 31, 2023",41.682
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, November 30, 2023",41.934
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, December 31, 2023",43.422
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, January 31, 2024",43.663
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, February 29, 2024",44.548
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, March 31, 2024",45.675
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, April 30, 2024",47.106
Racha-Lechkhumi and Kvemo Svaneti,"Friday, May 31, 2024",48.161
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, June 30, 2024",49.396
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, July 31, 2024",50.741
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, August 31, 2024",51.326
Racha-Lechkhumi and Kvemo Svaneti,"Monday, September 30, 2024",52.443
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, October 31, 2024",53.281
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, November 30, 2024",53.547
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, December 31, 2024",53.983
Racha-Lechkhumi and Kvemo Svaneti,"Friday, January 31, 2025",54.059
Racha-Lechkhumi and Kvemo Svaneti,"Friday, February 28, 2025",51.212
Racha-Lechkhumi and Kvemo Svaneti,"Monday, March 31, 2025",52.405
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, April 30, 2025",53.372
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, May 31, 2025",54.907
Racha-Lechkhumi and Kvemo Svaneti,"Monday, June 30, 2025",55.946
Racha-Lechkhumi and Kvemo Svaneti,"Thursday, July 31, 2025",56.521
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, August 31, 2025",57.235
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, September 30, 2025",58.641
Racha-Lechkhumi and Kvemo Svaneti,"Friday, October 31, 2025",59.127
Racha-Lechkhumi and Kvemo Svaneti,"Sunday, November 30, 2025",59.297
Racha-Lechkhumi and Kvemo Svaneti,"Wednesday, December 31, 2025",60.21
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, January 31, 2026",60.185
Racha-Lechkhumi and Kvemo Svaneti,"Saturday, February 28, 2026",61.863
Racha-Lechkhumi and Kvemo Svaneti,"Tuesday, March 31, 2026",61.375
Shida Kartli,"Monday, November 30, 2015",205.333
Shida Kartli,"Thursday, December 31, 2015",210.42
Shida Kartli,"Sunday, January 31, 2016",206.79
Shida Kartli,"Monday, February 29, 2016",207.078
Shida Kartli,"Thursday, March 31, 2016",211.674
Shida Kartli,"Saturday, April 30, 2016",215.198
Shida Kartli,"Tuesday, May 31, 2016",218.716
Shida Kartli,"Thursday, June 30, 2016",223.238
Shida Kartli,"Sunday, July 31, 2016",228.383
Shida Kartli,"Wednesday, August 31, 2016",231.289
Shida Kartli,"Friday, September 30, 2016",235.255
Shida Kartli,"Monday, October 31, 2016",238.047
Shida Kartli,"Wednesday, November 30, 2016",242.128
Shida Kartli,"Saturday, December 31, 2016",249.647
Shida Kartli,"Tuesday, January 31, 2017",250.09
Shida Kartli,"Tuesday, February 28, 2017",257.755
Shida Kartli,"Friday, March 31, 2017",273.095
Shida Kartli,"Sunday, April 30, 2017",282.676
Shida Kartli,"Wednesday, May 31, 2017",292.758
Shida Kartli,"Friday, June 30, 2017",308.116
Shida Kartli,"Monday, July 31, 2017",316.35
Shida Kartli,"Thursday, August 31, 2017",324.074
Shida Kartli,"Saturday, September 30, 2017",330.801
Shida Kartli,"Tuesday, October 31, 2017",339.482
Shida Kartli,"Thursday, November 30, 2017",345.848
Shida Kartli,"Sunday, December 31, 2017",354.305
Shida Kartli,"Wednesday, January 31, 2018",349.572
Shida Kartli,"Wednesday, February 28, 2018",356.734
Shida Kartli,"Saturday, March 31, 2018",371.842
Shida Kartli,"Monday, April 30, 2018",383.395
Shida Kartli,"Thursday, May 31, 2018",390.677
Shida Kartli,"Saturday, June 30, 2018",398.518
Shida Kartli,"Tuesday, July 31, 2018",400.633
Shida Kartli,"Friday, August 31, 2018",407.91
Shida Kartli,"Sunday, September 30, 2018",411.287
Shida Kartli,"Wednesday, October 31, 2018",415.181
Shida Kartli,"Friday, November 30, 2018",416.72
Shida Kartli,"Monday, December 31, 2018",419.771
Shida Kartli,"Thursday, January 31, 2019",412.795
Shida Kartli,"Thursday, February 28, 2019",418.124
Shida Kartli,"Sunday, March 31, 2019",427.753
Shida Kartli,"Tuesday, April 30, 2019",435.748
Shida Kartli,"Friday, May 31, 2019",443.845
Shida Kartli,"Sunday, June 30, 2019",450.946
Shida Kartli,"Wednesday, July 31, 2019",456.474
Shida Kartli,"Saturday, August 31, 2019",460.521
Shida Kartli,"Monday, September 30, 2019",464.325
Shida Kartli,"Thursday, October 31, 2019",468.112
Shida Kartli,"Saturday, November 30, 2019",472.336
Shida Kartli,"Tuesday, December 31, 2019",482.202
Shida Kartli,"Friday, January 31, 2020",483.55
Shida Kartli,"Saturday, February 29, 2020",491.304
Shida Kartli,"Tuesday, March 31, 2020",498.926
Shida Kartli,"Thursday, April 30, 2020",497.812
Shida Kartli,"Sunday, May 31, 2020",501.216
Shida Kartli,"Tuesday, June 30, 2020",508.264
Shida Kartli,"Friday, July 31, 2020",522.143
Shida Kartli,"Monday, August 31, 2020",532.541
Shida Kartli,"Wednesday, September 30, 2020",541.423
Shida Kartli,"Saturday, October 31, 2020",560.583
Shida Kartli,"Monday, November 30, 2020",567.33
Shida Kartli,"Thursday, December 31, 2020",575.641
Shida Kartli,"Sunday, January 31, 2021",575.676
Shida Kartli,"Sunday, February 28, 2021",586.212
Shida Kartli,"Wednesday, March 31, 2021",602.902
Shida Kartli,"Friday, April 30, 2021",616.168
Shida Kartli,"Monday, May 31, 2021",630.882
Shida Kartli,"Wednesday, June 30, 2021",651.104
Shida Kartli,"Saturday, July 31, 2021",670.824
Shida Kartli,"Tuesday, August 31, 2021",682.363
Shida Kartli,"Thursday, September 30, 2021",698.238
Shida Kartli,"Sunday, October 31, 2021",681.277
Shida Kartli,"Tuesday, November 30, 2021",701.492
Shida Kartli,"Friday, December 31, 2021",721.473
Shida Kartli,"Monday, January 31, 2022",724.693
Shida Kartli,"Monday, February 28, 2022",744.226
Shida Kartli,"Thursday, March 31, 2022",729.117
Shida Kartli,"Saturday, April 30, 2022",742.698
Shida Kartli,"Tuesday, May 31, 2022",758.783
Shida Kartli,"Thursday, June 30, 2022",787.724
Shida Kartli,"Sunday, July 31, 2022",809.798
Shida Kartli,"Wednesday, August 31, 2022",831.125
Shida Kartli,"Friday, September 30, 2022",849.266
Shida Kartli,"Monday, October 31, 2022",861.789
Shida Kartli,"Wednesday, November 30, 2022",877.218
Shida Kartli,"Saturday, December 31, 2022",890.655
Shida Kartli,"Tuesday, January 31, 2023",893.502
Shida Kartli,"Tuesday, February 28, 2023",927.496
Shida Kartli,"Friday, March 31, 2023",955.926
Shida Kartli,"Sunday, April 30, 2023",959.762
Shida Kartli,"Wednesday, May 31, 2023",976.808
Shida Kartli,"Friday, June 30, 2023",995.602
Shida Kartli,"Monday, July 31, 2023",1007.586
Shida Kartli,"Thursday, August 31, 2023",1011.916
Shida Kartli,"Saturday, September 30, 2023",1025.038
Shida Kartli,"Tuesday, October 31, 2023",1034.559
Shida Kartli,"Thursday, November 30, 2023",1053.939
Shida Kartli,"Sunday, December 31, 2023",1072.428
Shida Kartli,"Wednesday, January 31, 2024",1074.461
Shida Kartli,"Thursday, February 29, 2024",1080.243
Shida Kartli,"Sunday, March 31, 2024",1101.197
Shida Kartli,"Tuesday, April 30, 2024",1126.961
Shida Kartli,"Friday, May 31, 2024",1133.973
Shida Kartli,"Sunday, June 30, 2024",1146.525
Shida Kartli,"Wednesday, July 31, 2024",1165.426
Shida Kartli,"Saturday, August 31, 2024",1176.57
Shida Kartli,"Monday, September 30, 2024",1193.25
Shida Kartli,"Thursday, October 31, 2024",1203.764
Shida Kartli,"Saturday, November 30, 2024",1213.978
Shida Kartli,"Tuesday, December 31, 2024",1230.493
Shida Kartli,"Friday, January 31, 2025",1234.261
Shida Kartli,"Friday, February 28, 2025",1242.365
Shida Kartli,"Monday, March 31, 2025",1264.489
Shida Kartli,"Wednesday, April 30, 2025",1282.68
Shida Kartli,"Saturday, May 31, 2025",1323.848
Shida Kartli,"Monday, June 30, 2025",1334.71
Shida Kartli,"Thursday, July 31, 2025",1336.563
Shida Kartli,"Sunday, August 31, 2025",1346.885
Shida Kartli,"Tuesday, September 30, 2025",1365.04
Shida Kartli,"Friday, October 31, 2025",1371.823
Shida Kartli,"Sunday, November 30, 2025",1394.87
Shida Kartli,"Wednesday, December 31, 2025",1416.35
Shida Kartli,"Saturday, January 31, 2026",1340.256
Shida Kartli,"Saturday, February 28, 2026",1364.18
Shida Kartli,"Tuesday, March 31, 2026",1371.82
Mtskheta-Mtianeti,"Monday, November 30, 2015",23.804
Mtskheta-Mtianeti,"Thursday, December 31, 2015",24.018
Mtskheta-Mtianeti,"Sunday, January 31, 2016",23.695
Mtskheta-Mtianeti,"Monday, February 29, 2016",23.972
Mtskheta-Mtianeti,"Thursday, March 31, 2016",24.491
Mtskheta-Mtianeti,"Saturday, April 30, 2016",24.491
Mtskheta-Mtianeti,"Tuesday, May 31, 2016",24.769
Mtskheta-Mtianeti,"Thursday, June 30, 2016",25.462
Mtskheta-Mtianeti,"Sunday, July 31, 2016",25.785
Mtskheta-Mtianeti,"Wednesday, August 31, 2016",25.831
Mtskheta-Mtianeti,"Friday, September 30, 2016",26.279
Mtskheta-Mtianeti,"Monday, October 31, 2016",25.69
Mtskheta-Mtianeti,"Wednesday, November 30, 2016",25.677
Mtskheta-Mtianeti,"Saturday, December 31, 2016",25.998
Mtskheta-Mtianeti,"Tuesday, January 31, 2017",26.564
Mtskheta-Mtianeti,"Tuesday, February 28, 2017",27.103
Mtskheta-Mtianeti,"Friday, March 31, 2017",28.735
Mtskheta-Mtianeti,"Sunday, April 30, 2017",29.64
Mtskheta-Mtianeti,"Wednesday, May 31, 2017",31.089
Mtskheta-Mtianeti,"Friday, June 30, 2017",32.747
Mtskheta-Mtianeti,"Monday, July 31, 2017",33.923
Mtskheta-Mtianeti,"Thursday, August 31, 2017",35.133
Mtskheta-Mtianeti,"Saturday, September 30, 2017",36.217
Mtskheta-Mtianeti,"Tuesday, October 31, 2017",37.348
Mtskheta-Mtianeti,"Thursday, November 30, 2017",37.907
Mtskheta-Mtianeti,"Sunday, December 31, 2017",38.906
Mtskheta-Mtianeti,"Wednesday, January 31, 2018",37.508
Mtskheta-Mtianeti,"Wednesday, February 28, 2018",38.343
Mtskheta-Mtianeti,"Saturday, March 31, 2018",39.499
Mtskheta-Mtianeti,"Monday, April 30, 2018",40.209
Mtskheta-Mtianeti,"Thursday, May 31, 2018",40.708
Mtskheta-Mtianeti,"Saturday, June 30, 2018",40.916
Mtskheta-Mtianeti,"Tuesday, July 31, 2018",41.561
Mtskheta-Mtianeti,"Friday, August 31, 2018",41.795
Mtskheta-Mtianeti,"Sunday, September 30, 2018",42.42
Mtskheta-Mtianeti,"Wednesday, October 31, 2018",43.248
Mtskheta-Mtianeti,"Friday, November 30, 2018",43.782
Mtskheta-Mtianeti,"Monday, December 31, 2018",43.686
Mtskheta-Mtianeti,"Thursday, January 31, 2019",36.361
Mtskheta-Mtianeti,"Thursday, February 28, 2019",36.35
Mtskheta-Mtianeti,"Sunday, March 31, 2019",36.838
Mtskheta-Mtianeti,"Tuesday, April 30, 2019",37.313
Mtskheta-Mtianeti,"Friday, May 31, 2019",37.462
Mtskheta-Mtianeti,"Sunday, June 30, 2019",38.07
Mtskheta-Mtianeti,"Wednesday, July 31, 2019",38.466
Mtskheta-Mtianeti,"Saturday, August 31, 2019",38.947
Mtskheta-Mtianeti,"Monday, September 30, 2019",39.503
Mtskheta-Mtianeti,"Thursday, October 31, 2019",40.075
Mtskheta-Mtianeti,"Saturday, November 30, 2019",40.613
Mtskheta-Mtianeti,"Tuesday, December 31, 2019",41.851
Mtskheta-Mtianeti,"Friday, January 31, 2020",42.412
Mtskheta-Mtianeti,"Saturday, February 29, 2020",43.567
Mtskheta-Mtianeti,"Tuesday, March 31, 2020",43.793
Mtskheta-Mtianeti,"Thursday, April 30, 2020",43.77
Mtskheta-Mtianeti,"Sunday, May 31, 2020",44.343
Mtskheta-Mtianeti,"Tuesday, June 30, 2020",45.449
Mtskheta-Mtianeti,"Friday, July 31, 2020",45.838
